id,total_count,total_length,total_density,count_residential,count_trunk,count_pedestrian,count_intersection,count_track,count_living_street,count_tertiary,count_secondary,count_primary,count_service,length_residential,length_trunk,length_pedestrian,length_intersection,length_track,length_living_street,length_tertiary,length_secondary,length_primary,length_service,density_residential,density_trunk,density_pedestrian,density_intersection,density_track,density_living_street,density_tertiary,density_secondary,density_primary,density_service
MW_2019_0,137.0,42569.1,1037.56,22.0,3.0,0.0,0,38.0,0.0,0.0,0.0,0.0,0.0,5366.33,2694.42,0.0,0,17928.46,0.0,0.0,0.0,0.0,0.0,130.8,65.67,0.0,0,436.98,0.0,0.0,0.0,0.0,0.0
MW_2019_1,326.0,103149.26,2513.36,17.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0.0,0.0,4840.74,0.0,0.0,0,39986.16,0.0,0.0,0.0,0.0,0.0,117.95,0.0,0.0,0,974.31,0.0,0.0,0.0,0.0,0.0
MW_2019_10,401.0,114242.97,2774.76,61.0,5.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,33539.89,6821.38,0.0,0,1346.3,0.0,0.0,0.0,0.0,0.0,814.62,165.68,0.0,0,32.7,0.0,0.0,0.0,0.0,0.0
MW_2019_100,132.0,64772.42,1558.71,83.0,0.0,0.0,0,6.0,0.0,17.0,1.0,0.0,0.0,32586.58,0.0,0.0,0,1518.29,0.0,16033.15,298.4,0.0,0.0,784.18,0.0,0.0,0,36.54,0.0,385.83,7.18,0.0,0.0
MW_2019_101,83.0,52178.22,1255.62,38.0,0.0,0.0,0,7.0,0.0,10.0,8.0,0.0,0.0,21571.76,0.0,0.0,0,3269.29,0.0,9793.13,6929.79,0.0,0.0,519.11,0.0,0.0,0,78.67,0.0,235.66,166.76,0.0,0.0
MW_2019_102,1631.0,302646.87,7282.91,940.0,3.0,0.0,0,153.0,0.0,10.0,3.0,0.0,35.0,178855.2,5122.63,0.0,0,17020.73,0.0,12966.02,3209.37,0.0,2880.77,4303.98,123.27,0.0,0,409.59,0.0,312.01,77.23,0.0,69.32
MW_2019_103,1577.0,281481.0,6773.54,616.0,19.0,0.0,0,100.0,0.0,4.0,0.0,4.0,27.0,134651.62,5860.81,0.0,0,12247.4,0.0,2984.29,0.0,6780.26,4276.04,3240.25,141.03,0.0,0,294.72,0.0,71.81,0.0,163.16,102.9
MW_2019_104,1118.0,243607.87,5862.08,687.0,3.0,0.0,0,69.0,0.0,2.0,2.0,0.0,11.0,147929.47,8036.77,0.0,0,8489.28,0.0,3089.03,304.08,0.0,833.06,3559.72,193.39,0.0,0,204.28,0.0,74.33,7.32,0.0,20.05
MW_2019_105,2150.0,368496.64,8867.25,1172.0,20.0,0.0,0,169.0,0.0,15.0,32.0,3.0,93.0,209971.87,9910.36,0.0,0,22497.16,0.0,16478.02,10799.7,381.83,11869.45,5052.62,238.48,0.0,0,541.36,0.0,396.52,259.88,9.19,285.62
MW_2019_106,1021.0,214612.4,5164.2,142.0,0.0,0.0,0,395.0,0.0,12.0,7.0,0.0,1.0,57771.55,0.0,0.0,0,63650.65,0.0,23907.32,7266.37,0.0,183.58,1390.15,0.0,0.0,0,1531.62,0.0,575.28,174.85,0.0,4.42
MW_2019_107,1723.0,294088.67,7076.45,641.0,7.0,0.0,0,109.0,0.0,8.0,0.0,2.0,20.0,130552.69,1876.51,0.0,0,11560.4,0.0,4318.93,0.0,7185.91,3825.47,3141.4,45.15,0.0,0,278.17,0.0,103.92,0.0,172.91,92.05
MW_2019_108,1486.0,254667.96,6127.85,428.0,0.0,0.0,0,106.0,0.0,6.0,0.0,1.0,2.0,84297.27,0.0,0.0,0,14340.79,0.0,3626.06,0.0,7161.68,420.88,2028.37,0.0,0.0,0,345.07,0.0,87.25,0.0,172.33,10.13
MW_2019_109,89.0,48641.63,1170.34,33.0,0.0,0.0,0,1.0,0.0,5.0,4.0,0.0,0.0,20692.39,0.0,0.0,0,69.14,0.0,3727.11,9675.31,0.0,0.0,497.87,0.0,0.0,0,1.66,0.0,89.68,232.79,0.0,0.0
MW_2019_11,203.0,78146.42,1897.33,1.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0,209.16,0.0,0.0,0,8572.28,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0,208.13,0.0,0.0,0.0,0.0,0.0
MW_2019_110,1523.0,298462.04,7181.09,733.0,38.0,0.0,0,115.0,0.0,10.0,16.0,4.0,74.0,146294.1,16022.46,0.0,0,20294.18,0.0,7807.62,3243.2,5501.8,12299.97,3519.88,385.51,0.0,0,488.28,0.0,187.85,78.03,132.37,295.94
MW_2019_111,1798.0,341712.38,8220.89,983.0,35.0,0.0,0,76.0,0.0,23.0,4.0,7.0,211.0,194861.41,17195.57,0.0,0,9134.92,0.0,10150.07,6225.84,4203.96,24337.85,4687.96,413.69,0.0,0,219.77,0.0,244.19,149.78,101.14,585.52
MW_2019_112,1360.0,274272.06,6598.25,785.0,26.0,0.0,0,65.0,0.0,15.0,2.0,4.0,74.0,165953.92,9411.93,0.0,0,8777.77,0.0,8478.99,918.62,2718.0,8002.73,3992.4,226.43,0.0,0,211.17,0.0,203.98,22.1,65.39,192.52
MW_2019_113,1170.0,242334.36,5829.71,472.0,31.0,0.0,0,80.0,0.0,11.0,6.0,4.0,62.0,91856.15,14044.71,0.0,0,17519.07,0.0,12865.02,1237.55,6247.84,11389.55,2209.74,337.87,0.0,0,421.45,0.0,309.49,29.77,150.3,273.99
MW_2019_114,195.0,97044.43,2334.5,23.0,0.0,0.0,0,6.0,0.0,2.0,0.0,1.0,0.0,11378.54,0.0,0.0,0,1260.43,0.0,7419.87,0.0,386.8,0.0,273.72,0.0,0.0,0,30.32,0.0,178.49,0.0,9.3,0.0
