id,total_count,total_length,total_density,count_intersection,count_living_street,count_trunk,count_primary,count_pedestrian,count_track,count_tertiary,count_residential,count_service,count_secondary,length_intersection,length_living_street,length_trunk,length_primary,length_pedestrian,length_track,length_tertiary,length_residential,length_service,length_secondary,density_intersection,density_living_street,density_trunk,density_primary,density_pedestrian,density_track,density_tertiary,density_residential,density_service,density_secondary
NG_2015_0,2.0,11661.39,261.43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG_2015_1,1.0,2192.44,49.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG_2015_10,103.0,51032.63,1145.33,0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,25.0,5.0,0,0.0,0.0,0.0,0.0,0.0,1692.77,14276.39,11373.62,5595.73,0,0.0,0.0,0.0,0.0,0.0,37.99,320.41,255.26,125.59
NG_2015_100,26.0,48275.59,1086.36,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,24702.17,0.0,0.0,18939.27,0,0.0,0.0,0.0,0.0,0.0,555.88,0.0,0.0,426.2
NG_2015_101,71.0,80448.51,1810.44,0,0.0,0.0,1.0,0.0,2.0,11.0,28.0,1.0,3.0,0,0.0,0.0,8026.14,0.0,809.98,21113.8,6421.39,182.41,13064.35,0,0.0,0.0,180.62,0.0,18.23,475.15,144.51,4.1,294.0
NG_2015_102,4.0,11440.72,257.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,3322.44,0.0,0.0,8118.28,0,0.0,0.0,0.0,0.0,0.0,74.78,0.0,0.0,182.72
NG_2015_103,10.0,17017.45,383.02,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,4782.59,0.0,0.0,7728.78,0,0.0,0.0,0.0,0.0,0.0,107.64,0.0,0.0,173.96
NG_2015_104,29.0,47384.79,1066.6,0,0.0,0.0,1.0,0.0,1.0,13.0,2.0,0.0,3.0,0,0.0,0.0,4973.63,0.0,646.55,22600.19,1180.13,0.0,7924.28,0,0.0,0.0,111.95,0.0,14.55,508.71,26.56,0.0,178.37
NG_2015_105,21.0,47452.48,1068.15,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,24859.64,0.0,0.0,22573.91,0,0.0,0.0,0.0,0.0,0.0,559.59,0.0,0.0,508.14
NG_2015_106,17.0,43949.92,989.36,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,25147.87,0.0,0.0,18450.48,0,0.0,0.0,0.0,0.0,0.0,566.11,0.0,0.0,415.34
